"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag","city"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-03",2024,5,3,NA,18.4,"",8.5,"",13.5,"",4.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-04",2024,5,4,NA,23,"",12,"",17.5,"",0.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-05",2024,5,5,NA,16.6,"",11.6,"",14.1,"",3.9,"",0,"",NA,NA,NA,NA,7.5,"",NA,NA,18,"",42,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-06",2024,5,6,NA,20.7,"",9.3,"",15,"",3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,26,"",35,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-07",2024,5,7,NA,21.5,"",5.8,"",13.7,"",4.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,26,"",31,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-08",2024,5,8,NA,15.3,"",8.1,"",11.7,"",6.3,"",0,"",NA,NA,NA,NA,8.1,"",NA,NA,8,"",43,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-09",2024,5,9,NA,17,"",4.4,"",10.7,"",7.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-10",2024,5,10,NA,17.4,"",7.2,"",12.3,"",5.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-11",2024,5,11,NA,17.3,"",5.5,"",11.4,"",6.6,"",0,"",NA,NA,NA,NA,1.3,"",NA,NA,17,"",33,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-12",2024,5,12,NA,16.6,"",9.6,"",13.1,"",4.9,"",0,"",NA,NA,NA,NA,2.6,"",NA,NA,16,"",31,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-13",2024,5,13,NA,19.3,"",9.3,"",14.3,"",3.7,"",0,"",NA,NA,NA,NA,0.9,"",NA,NA,20,"",49,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-14",2024,5,14,NA,21.6,"",13.2,"",17.4,"",0.6,"",0,"",NA,NA,NA,NA,5.3,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-15",2024,5,15,NA,20,"",11.2,"",15.6,"",2.4,"",0,"",NA,NA,NA,NA,0.3,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-16",2024,5,16,NA,23.4,"",12.5,"",18,"",0,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-17",2024,5,17,NA,24,"",13.4,"",18.7,"",0,"",0.7,"",NA,NA,NA,NA,2.6,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-18",2024,5,18,NA,24.2,"",15,"",19.6,"",0,"",1.6,"",NA,NA,NA,NA,0.3,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-19",2024,5,19,NA,26.6,"",12,"",19.3,"",0,"",1.3,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-20",2024,5,20,NA,28.7,"",15.8,"",22.3,"",0,"",4.3,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-21",2024,5,21,NA,23.5,"",16.4,"",19.9,"",0,"",1.9,"",NA,NA,NA,NA,12.5,"",NA,NA,26,"",35,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-22",2024,5,22,NA,30.2,"",16,"",23.1,"",0,"",5.1,"",NA,NA,NA,NA,0.9,"",NA,NA,21,"",48,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-23",2024,5,23,NA,24.8,"",16.7,"",20.8,"",0,"",2.8,"",NA,NA,NA,NA,0.1,"",NA,NA,26,"",49,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-24",2024,5,24,NA,17.9,"",10.1,"",14,"",4,"",0,"",NA,NA,NA,NA,0,"",NA,NA,31,"",51,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-25",2024,5,25,NA,19.2,"",7.5,"",13.4,"",4.6,"",0,"",NA,NA,NA,NA,0.1,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-26",2024,5,26,NA,21.1,"",14,"",17.5,"",0.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-27",2024,5,27,NA,23,"",16.3,"",19.7,"",0,"",1.7,"",NA,NA,NA,NA,29.4,"",NA,NA,21,"",45,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-28",2024,5,28,NA,20.2,"",12.5,"",16.3,"",1.7,"",0,"",NA,NA,NA,NA,0.7,"",NA,NA,27,"",36,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-29",2024,5,29,NA,16.8,"",9.2,"",13,"",5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,36,"",32,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-30",2024,5,30,NA,19.7,"",7.5,"",13.6,"",4.4,"",0,"",NA,NA,NA,NA,0,"",NA,NA,33,"",32,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-05-31",2024,5,31,NA,24.7,"",9.6,"",17.2,"",0.8,"",0,"",NA,NA,NA,NA,0,"",NA,NA,26,"",36,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-01",2024,6,1,NA,26.7,"",13,"",19.8,"",0,"",1.8,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-02",2024,6,2,NA,26.2,"",13.5,"",19.9,"",0,"",1.9,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-03",2024,6,3,NA,28.9,"",13.2,"",21.1,"",0,"",3.1,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-04",2024,6,4,NA,29.3,"",14.9,"",22.1,"",0,"",4.1,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-05",2024,6,5,NA,31,"",18.6,"",24.8,"",0,"",6.8,"",NA,NA,NA,NA,0,"",NA,NA,19,"",32,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-06",2024,6,6,NA,23.4,"",16.1,"",19.8,"",0,"",1.8,"",NA,NA,NA,NA,50.6,"",NA,NA,27,"",46,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-07",2024,6,7,NA,20.4,"",14,"",17.2,"",0.8,"",0,"",NA,NA,NA,NA,13.4,"",NA,NA,25,"",47,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-08",2024,6,8,NA,21,"",13.4,"",17.2,"",0.8,"",0,"",NA,NA,NA,NA,2.9,"",NA,NA,29,"",40,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-09",2024,6,9,NA,18.6,"",12.6,"",15.6,"",2.4,"",0,"",NA,NA,NA,NA,1.5,"",NA,NA,26,"",52,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-10",2024,6,10,NA,14.8,"",10.1,"",12.5,"",5.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,29,"",40,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-11",2024,6,11,NA,16.2,"",9.8,"",13,"",5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-12",2024,6,12,NA,21.6,"",13.3,"",17.4,"",0.6,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-13",2024,6,13,NA,26,"",10.7,"",18.4,"",0,"",0.4,"",NA,NA,NA,NA,10,"",NA,NA,27,"",56,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-14",2024,6,14,NA,22.1,"",12.1,"",17.1,"",0.9,"",0,"",NA,NA,NA,NA,0,"",NA,NA,33,"",37,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-15",2024,6,15,NA,19,"",8.8,"",13.9,"",4.1,"",0,"",NA,NA,NA,NA,0,"",NA,NA,1,"",35,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-16",2024,6,16,NA,20.9,"",6.8,"",13.8,"",4.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-17",2024,6,17,NA,30.2,"",14.9,"",22.6,"",0,"",4.6,"",NA,NA,NA,NA,0.5,"",NA,NA,22,"",34,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-18",2024,6,18,NA,32.6,"",20.3,"",26.5,"",0,"",8.5,"",NA,NA,NA,NA,0,"",NA,NA,20,"",32,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-19",2024,6,19,NA,33.3,"",21.9,"",27.6,"",0,"",9.6,"",NA,NA,NA,NA,0,"",NA,NA,20,"",39,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-20",2024,6,20,NA,29.4,"",18.4,"",23.9,"",0,"",5.9,"",NA,NA,NA,NA,0,"",NA,NA,31,"",35,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-21",2024,6,21,NA,22.1,"",18.1,"",20.1,"",0,"",2.1,"",NA,NA,NA,NA,0.4,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-22",2024,6,22,NA,21.4,"",17.1,"",19.2,"",0,"",1.2,"",NA,NA,NA,NA,2.6,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-23",2024,6,23,NA,26.4,"",15.7,"",21.1,"",0,"",3.1,"",NA,NA,NA,NA,43.9,"",NA,NA,30,"",46,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-24",2024,6,24,NA,27,"",14.9,"",21,"",0,"",3,"",NA,NA,NA,NA,14,"",NA,NA,2,"",46,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-25",2024,6,25,NA,26.8,"",16.9,"",21.9,"",0,"",3.9,"",NA,NA,NA,NA,0,"",NA,NA,23,"",46,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-26",2024,6,26,NA,26,"",14.8,"",20.4,"",0,"",2.4,"",NA,NA,NA,NA,10.4,"",NA,NA,26,"",39,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-27",2024,6,27,NA,18.7,"",8.9,"",13.8,"",4.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,30,"",48,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-28",2024,6,28,NA,23.4,"",7.3,"",15.4,"",2.6,"",0,"",NA,NA,NA,NA,0,"",NA,NA,21,"",31,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-29",2024,6,29,NA,22.7,"",17.4,"",20,"",0,"",2,"",NA,NA,NA,NA,8.4,"",NA,NA,19,"",34,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-06-30",2024,6,30,NA,25,"",15.6,"",20.3,"",0,"",2.3,"",NA,NA,NA,NA,0,"",NA,NA,31,"",47,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-01",2024,7,1,NA,24.9,"",13.5,"",19.2,"",0,"",1.2,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-02",2024,7,2,NA,27.1,"",12.7,"",19.9,"",0,"",1.9,"",NA,NA,NA,NA,0,"",NA,NA,17,"",34,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-03",2024,7,3,NA,28.1,"",18.4,"",23.2,"",0,"",5.2,"",NA,NA,NA,NA,0.7,"",NA,NA,20,"",40,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-04",2024,7,4,NA,29.5,"",18.5,"",24,"",0,"",6,"",NA,NA,NA,NA,0.6,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-05",2024,7,5,NA,29.6,"",19.5,"",24.6,"",0,"",6.6,"",NA,NA,NA,NA,1.4,"",NA,NA,1,"",37,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-06",2024,7,6,NA,28.1,"",18.8,"",23.4,"",0,"",5.4,"",NA,NA,NA,NA,12.2,"",NA,NA,25,"",44,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-07",2024,7,7,NA,27.8,"",19.3,"",23.6,"",0,"",5.6,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-08",2024,7,8,NA,28.9,"",18.4,"",23.6,"",0,"",5.6,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-09",2024,7,9,NA,28.4,"",19.2,"",23.8,"",0,"",5.8,"",NA,NA,NA,NA,13.9,"",NA,NA,28,"",54,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-10",2024,7,10,NA,21.6,"",18.3,"",20,"",0,"",2,"",NA,NA,NA,NA,21,"",NA,NA,4,"",32,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-11",2024,7,11,NA,21.9,"",18.9,"",20.4,"",0,"",2.4,"",NA,NA,NA,NA,9.2,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-12",2024,7,12,NA,28.1,"",19.2,"",23.6,"",0,"",5.6,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-13",2024,7,13,NA,28.6,"",19.7,"",24.2,"",0,"",6.2,"",NA,NA,NA,NA,2.6,"",NA,NA,31,"",38,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-14",2024,7,14,NA,29.6,"",17.3,"",23.4,"",0,"",5.4,"",NA,NA,NA,NA,0,"",NA,NA,22,"",32,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-15",2024,7,15,NA,30,"",19.6,"",24.8,"",0,"",6.8,"",NA,NA,NA,NA,9.4,"",NA,NA,33,"",42,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-16",2024,7,16,NA,26.2,"",19.7,"",22.9,"",0,"",4.9,"",NA,NA,NA,NA,0.2,"",NA,NA,22,"",31,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-17",2024,7,17,NA,27.6,"",17.7,"",22.7,"",0,"",4.7,"",NA,NA,NA,NA,5.3,"",NA,NA,33,"",31,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-18",2024,7,18,NA,20.1,"",14.2,"",17.2,"",0.8,"",0,"",NA,NA,NA,NA,0,"",NA,NA,27,"",33,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-19",2024,7,19,NA,25.7,"",13.3,"",19.5,"",0,"",1.5,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-20",2024,7,20,NA,27.8,"",13.6,"",20.7,"",0,"",2.7,"",NA,NA,NA,NA,1.2,"",NA,NA,31,"",36,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-21",2024,7,21,NA,24.4,"",13.4,"",18.9,"",0,"",0.9,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-22",2024,7,22,NA,26.6,"",11.4,"",19,"",0,"",1,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-23",2024,7,23,NA,27.5,"",17.7,"",22.6,"",0,"",4.6,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-24",2024,7,24,NA,24.8,"",17.2,"",21,"",0,"",3,"",NA,NA,NA,NA,26.8,"",NA,NA,28,"",58,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-25",2024,7,25,NA,20.7,"",16.1,"",18.4,"",0,"",0.4,"",NA,NA,NA,NA,0.1,"",NA,NA,31,"",48,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-26",2024,7,26,NA,26.7,"",14.6,"",20.6,"",0,"",2.6,"",NA,NA,NA,NA,0,"",NA,NA,29,"",33,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-27",2024,7,27,NA,27.6,"",16.4,"",22,"",0,"",4,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-28",2024,7,28,NA,28.9,"",15.9,"",22.4,"",0,"",4.4,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-29",2024,7,29,NA,27.2,"",15.1,"",21.1,"",0,"",3.1,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-30",2024,7,30,NA,30.1,"",15.1,"",22.6,"",0,"",4.6,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-07-31",2024,7,31,NA,29.8,"",21.4,"",25.6,"",0,"",7.6,"",NA,NA,NA,NA,0,"",NA,NA,33,"",35,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-08-01",2024,8,1,NA,31.6,"",21.1,"",26.4,"",0,"",8.4,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-08-02",2024,8,2,NA,31.3,"",18.9,"",25.1,"",0,"",7.1,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-08-03",2024,8,3,NA,31.3,"",20.5,"",25.9,"",0,"",7.9,"",NA,NA,NA,NA,0,"",NA,NA,34,"",35,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-08-04",2024,8,4,NA,30.9,"",17.6,"",24.3,"",0,"",6.3,"",NA,NA,NA,NA,0,"",NA,NA,29,"",36,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-08-05",2024,8,5,NA,20.1,"",12.2,"",16.2,"",1.8,"",0,"",NA,NA,NA,NA,10.4,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-08-06",2024,8,6,NA,23.6,"",12.8,"",18.2,"",0,"",0.2,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-08-07",2024,8,7,NA,25,"",12.2,"",18.6,"",0,"",0.6,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-08-08",2024,8,8,NA,25.6,"",12.3,"",18.9,"",0,"",0.9,"",NA,NA,NA,NA,2.2,"",NA,NA,12,"",35,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-08-09",2024,8,9,NA,20.9,"",18.1,"",19.5,"",0,"",1.5,"",NA,NA,NA,NA,74.1,"",NA,NA,2,"",36,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-08-10",2024,8,10,NA,24.8,"",15.2,"",20,"",0,"",2,"",NA,NA,NA,NA,1.1,"",NA,NA,21,"",40,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-08-11",2024,8,11,NA,22.2,"",13.8,"",18,"",0,"",0,"",NA,NA,NA,NA,4,"",NA,NA,23,"",39,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-08-12",2024,8,12,NA,22,"",13.1,"",17.5,"",0.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,28,"",39,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-08-13",2024,8,13,NA,27.5,"",13.9,"",20.7,"",0,"",2.7,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-08-14",2024,8,14,NA,28.6,"",17.8,"",23.2,"",0,"",5.2,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
-75.72,45.38,"OTTAWA CDA RCS",6105978,"2024-08-15",2024,8,15,NA,29.7,"",18.9,"",24.3,"",0,"",6.3,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_ON_6105978_2024_P1D.csv"
